Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 54 - MORELIA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,140,127,45,10,7,7,6,,,,,3,,8,3,,,,0,15,371,682
C1,AC,Urna tradicional,131,134,42,5,4,2,4,,,,,5,,11,5,,,,0,18,361,682
C2,AC,Urna tradicional,144,139,50,4,4,0,5,,,,,4,,8,4,,,,2,15,379,682
Total,,,415,400,137,19,15,9,15,0,0,0,0,12,0,27,12,0,0,0,2,48,1111,2046
Sección 1213 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,116,45,2,7,7,2,,,,,4,,4,3,,,,1,14,366,611
C1,AC,Urna tradicional,141,99,34,1,3,8,3,,,,,3,,6,1,,,,1,8,308,611
Total,,,302,215,79,3,10,15,5,0,0,0,0,7,0,10,4,0,0,0,2,22,674,1222
Sección 1214 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,109,127,31,2,5,10,1,,,,,5,,13,0,,,,0,7,310,545
C1,AC,Urna tradicional,112,119,32,5,5,0,2,,,,,6,,11,1,,,,0,9,302,545
C2,AC,Urna tradicional,111,97,21,4,5,7,4,,,,,6,,10,2,,,,0,9,276,545
Total,,,332,343,84,11,15,17,7,0,0,0,0,17,0,34,3,0,0,0,0,25,888,1635
Sección 1215 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,130,46,3,3,5,2,,,,,6,,10,0,,,,0,12,332,645
C1,AC,Urna tradicional,101,128,28,4,3,5,2,,,,,3,,8,2,,,,0,7,291,646
C2,AC,Urna tradicional,118,113,43,4,5,2,4,,,,,1,,3,6,,,,0,11,310,646
E1,AC,Urna tradicional,140,100,49,9,6,1,3,,,,,9,,6,1,,,,0,17,341,699
E1C1,AC,Urna tradicional,124,123,42,5,4,3,2,,,,,7,,6,1,,,,0,22,339,700
E1C2,AC,Urna tradicional,123,134,43,2,4,2,4,,,,,5,,4,3,,,,1,13,338,700
E1C3,AC,Urna tradicional,121,140,48,4,4,9,4,,,,,5,,9,6,,,,0,7,357,700
Total,,,842,868,299,31,29,27,21,0,0,0,0,36,0,46,19,0,0,0,1,89,2308,4736
Sección 1216 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,141,56,2,1,3,5,,,,,2,,6,1,,,,0,17,347,587
C1,AC,Urna tradicional,118,148,40,3,4,9,5,,,,,4,,2,3,,,,1,8,345,587
C2,AC,Urna tradicional,120,128,36,5,6,4,2,,,,,6,,8,1,,,,0,5,321,587
C3,AC,Urna tradicional,95,129,54,3,5,7,3,,,,,6,,6,1,,,,0,14,323,588
E1,AC,Urna tradicional,125,142,45,7,1,3,1,,,,,7,,9,5,,,,0,10,355,739
E1C1,AC,Urna tradicional,106,171,58,6,3,6,7,,,,,3,,9,6,,,,1,14,390,739
E1C2,AC,Urna tradicional,122,147,51,5,4,5,0,,,,,4,,8,2,,,,0,8,356,739
E1C3,AC,Urna tradicional,94,154,55,9,4,5,7,,,,,4,,5,5,,,,0,14,356,739
E2,AC,Urna tradicional,73,132,43,6,4,10,4,,,,,2,,12,1,,,,0,14,301,680
E2C1,AC,Urna tradicional,79,166,31,5,3,4,5,,,,,4,,10,0,,,,0,14,321,681
E2C2,AC,Urna tradicional,76,131,34,8,9,9,6,,,,,2,,5,2,,,,0,7,289,681
Total,,,1121,1589,503,59,44,65,45,0,0,0,0,44,0,80,27,0,0,0,2,125,3704,7347
Sección 1217 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,127,140,40,5,2,7,0,,,,,4,,5,1,,,,0,12,343,608
C1,AC,Urna tradicional,122,126,49,6,2,6,3,,,,,6,,5,1,,,,0,10,336,608
C2,AC,Urna tradicional,138,129,42,4,3,9,2,,,,,5,,3,3,,,,0,12,350,608
Total,,,387,395,131,15,7,22,5,0,0,0,0,15,0,13,5,0,0,0,0,34,1029,1824
Sección 1218 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,108,45,2,4,5,4,,,,,3,,3,2,,,,0,6,282,545
C1,AC,Urna tradicional,98,102,34,6,5,3,4,,,,,3,,3,5,,,,0,12,275,546
C2,AC,Urna tradicional,100,141,38,5,6,4,4,,,,,1,,4,4,,,,1,19,327,546
Total,,,298,351,117,13,15,12,12,0,0,0,0,7,0,10,11,0,0,0,1,37,884,1637
Sección 1219 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,119,55,5,2,5,2,,,,,6,,3,3,,,,0,12,324,613
C1,AC,Urna tradicional,105,125,34,3,6,5,2,,,,,4,,6,3,,,,0,14,307,613
C2,AC,Urna tradicional,129,134,35,4,2,3,3,,,,,4,,5,2,,,,0,9,330,613
Total,,,346,378,124,12,10,13,7,0,0,0,0,14,0,14,8,0,0,0,0,35,961,1839
Sección 1220 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,132,50,5,5,9,2,,,,,5,,7,4,,,,1,15,367,672
C1,AC,Urna tradicional,154,132,47,8,4,4,3,,,,,2,,8,1,,,,0,9,372,672
C2,AC,Urna tradicional,131,154,45,5,7,4,7,,,,,5,,4,1,,,,1,9,373,673
Total,,,417,418,142,18,16,17,12,0,0,0,0,12,0,19,6,0,0,0,2,33,1112,2017
Sección 1221 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,158,140,42,6,5,2,2,,,,,3,,7,1,,,,1,18,385,705
C1,AC,Urna tradicional,148,155,47,3,4,4,4,,,,,0,,2,3,,,,0,12,382,705
C2,AC,Urna tradicional,124,147,55,5,5,8,1,,,,,7,,3,2,,,,1,5,363,706
C3,AC,Urna tradicional,114,123,53,5,2,5,3,,,,,3,,7,2,,,,1,20,338,706
C4,AC,Urna tradicional,113,128,44,7,2,5,5,,,,,2,,4,2,,,,1,15,328,706
C5,AC,Urna tradicional,127,126,48,3,4,5,6,,,,,7,,9,9,,,,1,18,363,706
C6,AC,Urna tradicional,148,114,40,5,1,8,4,,,,,7,,7,2,,,,1,12,349,706
C7,AC,Urna tradicional,137,116,40,6,0,5,3,,,,,8,,5,4,,,,0,12,336,706
C8,AC,Urna tradicional,138,123,55,4,4,6,4,,,,,3,,8,3,,,,1,7,356,706
E1,AC,Urna tradicional,151,149,48,4,5,4,5,,,,,5,,6,0,,,,0,18,395,736
E1C1,AC,Urna tradicional,166,138,58,9,3,8,9,,,,,3,,5,5,,,,1,18,423,736
E1C2,AC,Urna tradicional,158,136,39,5,8,12,5,,,,,8,,7,6,,,,0,16,400,736
E1C3,AC,Urna tradicional,146,136,55,5,2,3,4,,,,,7,,8,4,,,,0,8,378,736
Total,,,1828,1731,624,67,45,75,55,0,0,0,0,63,0,78,43,0,0,0,8,179,4796,9296
Sección 1222 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,171,163,45,3,3,3,4,,,,,10,,5,5,,,,1,15,428,701
C1,AC,Urna tradicional,200,137,54,9,4,4,0,,,,,7,,10,1,,,,1,7,434,701
C2,AC,Urna tradicional,171,142,53,8,1,12,4,,,,,9,,8,6,,,,0,9,423,701
E1,AC,Urna tradicional,67,93,32,4,5,1,1,,,,,3,,9,0,,,,1,7,223,521
E1C1,AC,Urna tradicional,76,106,41,4,3,3,2,,,,,2,,2,5,,,,0,15,259,521
Total,,,685,641,225,28,16,23,11,0,0,0,0,31,0,34,17,0,0,0,3,53,1767,3145
Sección 1223 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,221,104,38,5,4,4,4,,,,,4,,5,1,,,,2,9,401,651
C1,AC,Urna tradicional,229,75,35,4,8,3,2,,,,,5,,3,2,,,,1,13,380,652
Total,,,450,179,73,9,12,7,6,0,0,0,0,9,0,8,3,0,0,0,3,22,781,1303
Sección 1224 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,193,108,51,9,4,7,2,,,,,6,,2,5,,,,0,18,405,748
C1,AC,Urna tradicional,187,130,43,12,8,3,2,,,,,3,,7,1,,,,0,17,413,748
C2,AC,Urna tradicional,188,138,53,16,4,5,2,,,,,6,,7,2,,,,1,11,433,748
C3,AC,Urna tradicional,177,115,40,3,2,6,4,,,,,4,,4,5,,,,0,27,387,748
C4,AC,Urna tradicional,185,134,35,3,7,6,2,,,,,8,,9,5,,,,0,14,408,748
Total,,,930,625,222,43,25,27,12,0,0,0,0,27,0,29,18,0,0,0,1,87,2046,3740
Sección 1225 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,163,141,46,1,1,5,2,,,,,3,,4,3,,,,0,17,386,626
C1,AC,Urna tradicional,165,130,42,3,8,5,2,,,,,6,,2,4,,,,0,15,382,626
C2,AC,Urna tradicional,186,124,39,6,3,4,2,,,,,9,,3,1,,,,2,17,396,626
C3,AC,Urna tradicional,181,104,48,11,3,7,4,,,,,4,,5,2,,,,1,20,390,627
Total,,,695,499,175,21,15,21,10,0,0,0,0,22,0,14,10,0,0,0,3,69,1554,2505
Sección 1226 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,191,139,49,8,1,6,3,,,,,2,,6,8,,,,0,19,432,708
C1,AC,Urna tradicional,214,118,49,9,1,2,2,,,,,8,,5,3,,,,1,23,435,708
C2,AC,Urna tradicional,186,133,57,14,5,7,3,,,,,4,,6,4,,,,1,7,427,709
Total,,,591,390,155,31,7,15,8,0,0,0,0,14,0,17,15,0,0,0,2,49,1294,2125
Sección 1227 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,143,87,39,3,2,4,0,,,,,7,,3,6,,,,0,17,311,510
Total,,,143,87,39,3,2,4,0,0,0,0,0,7,0,3,6,0,0,0,0,17,311,510
Sección 1228 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,197,128,59,7,2,7,4,,,,,5,,4,3,,,,0,14,430,731
C1,AC,Urna tradicional,242,108,45,2,2,1,2,,,,,11,,7,3,,,,2,10,435,731
C2,AC,Urna tradicional,189,136,53,9,4,4,4,,,,,7,,5,6,,,,2,16,435,731
C3,AC,Urna tradicional,217,113,53,8,3,7,11,,,,,7,,3,3,,,,1,16,442,731
C4,AC,Urna tradicional,232,134,54,7,9,6,4,,,,,10,,4,3,,,,0,15,478,732
Total,,,1077,619,264,33,20,25,25,0,0,0,0,40,0,23,18,0,0,0,5,71,2220,3656
Sección 1229 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,129,32,7,5,11,2,,,,,4,,8,3,,,,0,20,327,568
C1,AC,Urna tradicional,89,129,38,7,1,1,0,,,,,2,,5,4,,,,0,10,286,568
C2,AC,Urna tradicional,104,128,36,7,2,5,2,,,,,1,,6,3,,,,0,6,300,569
Total,,,299,386,106,21,8,17,4,0,0,0,0,7,0,19,10,0,0,0,0,36,913,1705
Sección 1230 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,81,112,27,9,2,3,1,,,,,2,,6,2,,,,1,13,259,569
C1,AC,Urna tradicional,93,133,32,11,4,1,0,,,,,2,,9,1,,,,0,11,297,570
C2,AC,Urna tradicional,83,112,31,7,1,3,0,,,,,3,,8,0,,,,0,13,261,570
Total,,,257,357,90,27,7,7,1,0,0,0,0,7,0,23,3,0,0,0,1,37,817,1709
Sección 1231 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,138,38,9,4,2,3,,,,,2,,4,2,,,,1,8,293,605
C1,AC,Urna tradicional,92,133,23,5,4,4,3,,,,,1,,5,4,,,,0,9,283,605
Total,,,174,271,61,14,8,6,6,0,0,0,0,3,0,9,6,0,0,0,1,17,576,1210
Sección 1232 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,117,64,22,1,0,3,,,,,2,,3,0,,,,0,14,300,625
C1,AC,Urna tradicional,68,103,55,31,2,3,1,,,,,0,,3,12,,,,0,16,294,625
C2,AC,Urna tradicional,68,85,56,29,1,4,4,,,,,3,,6,5,,,,0,20,281,626
C3,AC,Urna tradicional,89,105,64,18,2,2,4,,,,,1,,5,10,,,,1,14,315,626
C4,AC,Urna tradicional,54,120,77,17,4,3,2,,,,,1,,8,8,,,,3,11,308,626
C5,AC,Urna tradicional,65,86,62,24,1,3,0,,,,,4,,1,5,,,,0,18,269,626
Total,,,418,616,378,141,11,15,14,0,0,0,0,11,0,26,40,0,0,0,4,93,1767,3754
Sección 1233 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,123,44,4,5,4,3,,,,,5,,6,1,,,,2,14,315,642
C1,AC,Urna tradicional,105,127,33,8,3,2,1,,,,,5,,6,4,,,,0,16,310,642
C2,AC,Urna tradicional,97,141,34,12,3,5,2,,,,,2,,7,2,,,,0,14,319,642
C3,AC,Urna tradicional,107,136,48,8,8,0,2,,,,,3,,6,3,,,,0,11,332,642
C4,AC,Urna tradicional,108,115,26,11,1,3,2,,,,,0,,7,3,,,,0,11,287,643
C5,AC,Urna tradicional,95,133,27,15,3,2,3,,,,,1,,8,1,,,,0,9,297,643
E1,AC,Urna tradicional,132,121,59,6,4,7,1,,,,,7,,5,1,,,,0,9,352,625
E1C1,AC,Urna tradicional,139,109,56,16,2,4,2,,,,,4,,4,6,,,,1,19,362,625
E1C2,AC,Urna tradicional,149,110,59,7,2,5,4,,,,,6,,3,3,,,,4,10,362,626
Total,,,1036,1115,386,87,31,32,20,0,0,0,0,33,0,52,24,0,0,0,7,113,2936,5730
Sección 1234 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,176,56,0,2,4,6,,,,,0,,8,2,,,,0,16,359,694
C1,AC,Urna tradicional,89,152,60,11,3,4,3,,,,,4,,5,6,,,,0,14,351,695
Total,,,178,328,116,11,5,8,9,0,0,0,0,4,0,13,8,0,0,0,0,30,710,1389
Sección 1235 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,125,19,3,4,1,0,,,,,3,,2,2,,,,0,6,254,530
C1,AC,Urna tradicional,68,105,22,10,7,5,0,,,,,3,,3,1,,,,1,19,244,530
C2,AC,Urna tradicional,90,142,26,7,3,2,0,,,,,3,,3,4,,,,1,14,295,531
Total,,,247,372,67,20,14,8,0,0,0,0,0,9,0,8,7,0,0,0,2,39,793,1591
Sección 1236 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,125,41,18,6,0,3,,,,,0,,7,6,,,,1,18,296,616
C1,AC,Urna tradicional,96,117,50,14,2,5,3,,,,,2,,8,8,,,,0,16,321,616
C2,AC,Urna tradicional,79,146,30,16,5,7,3,,,,,4,,4,3,,,,0,16,313,616
C3,AC,Urna tradicional,78,108,38,14,3,5,0,,,,,4,,7,5,,,,0,14,276,617
Total,,,324,496,159,62,16,17,9,0,0,0,0,10,0,26,22,0,0,0,1,64,1206,2465
Sección 1237 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,177,21,11,7,1,1,,,,,2,,8,1,,,,1,10,299,647
C1,AC,Urna tradicional,76,181,18,5,2,4,2,,,,,0,,5,1,,,,3,9,306,648
Total,,,135,358,39,16,9,5,3,0,0,0,0,2,0,13,2,0,0,0,4,19,605,1295
Sección 1238 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,181,16,1,4,0,4,,,,,4,,9,2,,,,1,12,304,564
C1,AC,Urna tradicional,73,157,23,2,4,1,3,,,,,3,,2,4,,,,0,6,278,564
Total,,,143,338,39,3,8,1,7,0,0,0,0,7,0,11,6,0,0,0,1,18,582,1128
Sección 1239 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,150,41,6,7,3,5,,,,,7,,2,3,,,,0,9,364,600
C1,AC,Urna tradicional,93,145,41,5,6,3,2,,,,,2,,3,3,,,,0,20,323,601
C2,AC,Urna tradicional,122,103,32,4,6,3,3,,,,,4,,5,3,,,,0,22,307,601
C3,AC,Urna tradicional,122,172,49,4,3,1,3,,,,,2,,0,3,,,,0,14,373,601
Total,,,468,570,163,19,22,10,13,0,0,0,0,15,0,10,12,0,0,0,0,65,1367,2403
Sección 1240 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,151,80,7,3,2,1,,,,,4,,2,5,,,,0,17,412,642
C1,AC,Urna tradicional,133,119,57,5,4,2,2,,,,,3,,5,9,,,,0,19,358,642
C2,AC,Urna tradicional,155,131,66,7,2,1,2,,,,,5,,4,2,,,,0,17,392,642
Total,,,428,401,203,19,9,5,5,0,0,0,0,12,0,11,16,0,0,0,0,53,1162,1926
Sección 1241 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,121,45,4,4,6,4,,,,,1,,4,5,,,,1,16,311,600
C1,AC,Urna tradicional,117,123,43,6,2,5,1,,,,,6,,5,7,,,,1,18,334,600
C2,AC,Urna tradicional,112,109,47,15,2,3,6,,,,,2,,1,3,,,,1,19,320,600
Total,,,329,353,135,25,8,14,11,0,0,0,0,9,0,10,15,0,0,0,3,53,965,1800
Sección 1242 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,125,52,6,4,4,4,,,,,1,,6,1,,,,1,9,347,650
C1,AC,Urna tradicional,105,114,81,2,4,4,3,,,,,1,,6,4,,,,1,19,344,650
C2,AC,Urna tradicional,124,138,51,7,7,1,3,,,,,4,,9,3,,,,1,13,361,651
Total,,,363,377,184,15,15,9,10,0,0,0,0,6,0,21,8,0,0,0,3,41,1052,1951
Sección 1243 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,76,25,11,5,1,1,,,,,3,,5,8,,,,0,10,209,394
C1,AC,Urna tradicional,58,69,39,16,4,4,1,,,,,2,,5,5,,,,1,6,210,394
Total,,,122,145,64,27,9,5,2,0,0,0,0,5,0,10,13,0,0,0,1,16,419,788
Sección 1244 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,87,43,4,2,5,1,,,,,0,,1,3,,,,0,20,260,590
C1,AC,Urna tradicional,104,94,39,10,2,5,3,,,,,3,,4,5,,,,1,9,279,590
Total,,,198,181,82,14,4,10,4,0,0,0,0,3,0,5,8,0,0,0,1,29,539,1180
Sección 1245 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,82,42,15,4,1,1,,,,,0,,6,4,,,,0,16,255,533
C1,AC,Urna tradicional,104,74,0,7,1,1,4,,,,,4,,0,8,,,,0,14,217,533
C2,AC,Urna tradicional,88,71,43,18,1,1,1,,,,,0,,4,5,,,,0,11,243,534
Total,,,276,227,85,40,6,3,6,0,0,0,0,4,0,10,17,0,0,0,0,41,715,1600
Sección 1246 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,103,33,13,8,12,3,,,,,2,,5,6,,,,3,10,268,471
Total,,,70,103,33,13,8,12,3,0,0,0,0,2,0,5,6,0,0,0,3,10,268,471
Sección 1247 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,243,29,0,6,2,4,,,,,2,,6,1,,,,0,5,347,654
C1,AC,Urna tradicional,56,248,20,3,6,2,0,,,,,1,,11,1,,,,0,12,360,655
C2,AC,Urna tradicional,56,247,37,6,5,2,0,,,,,1,,6,3,,,,0,21,384,655
Total,,,161,738,86,9,17,6,4,0,0,0,0,4,0,23,5,0,0,0,0,38,1091,1964
Sección 1248 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,91,7,2,2,2,3,,,,,1,,3,0,,,,0,11,169,396
C1,AC,Urna tradicional,59,124,13,4,2,0,3,,,,,0,,6,2,,,,0,11,224,396
Total,,,106,215,20,6,4,2,6,0,0,0,0,1,0,9,2,0,0,0,0,22,393,792
Sección 1249 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,95,26,4,2,3,1,,,,,1,,10,1,,,,0,8,215,427
C1,AC,Urna tradicional,78,96,20,3,11,3,3,,,,,1,,6,2,,,,0,13,236,427
Total,,,142,191,46,7,13,6,4,0,0,0,0,2,0,16,3,0,0,0,0,21,451,854
Sección 1250 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,117,43,8,3,2,5,,,,,3,,2,8,,,,0,32,351,711
C1,AC,Urna tradicional,122,128,68,2,8,2,2,,,,,3,,5,7,,,,0,15,362,711
E1,AC,Urna tradicional,54,101,20,6,4,0,0,,,,,0,,4,2,,,,0,10,201,395
E1C1,AC,Urna tradicional,49,93,29,9,4,0,1,,,,,0,,3,4,,,,0,3,195,396
Total,,,353,439,160,25,19,4,8,0,0,0,0,6,0,14,21,0,0,0,0,60,1109,2213
Sección 1251 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,132,56,5,5,2,2,,,,,0,,6,4,,,,0,21,292,655
C1,AC,Urna tradicional,80,138,67,5,5,4,0,,,,,5,,6,5,,,,0,13,328,656
C2,AC,Urna tradicional,67,141,65,5,2,5,4,,,,,4,,7,7,,,,0,27,334,656
Total,,,206,411,188,15,12,11,6,0,0,0,0,9,0,19,16,0,0,0,0,61,954,1967
Sección 1252 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,91,76,9,5,5,0,,,,,2,,2,0,,,,0,19,273,480
C1,AC,Urna tradicional,68,123,64,4,1,6,2,,,,,0,,1,0,,,,0,15,284,480
E1,AC,Urna tradicional,23,106,35,2,2,0,0,,,,,0,,3,2,,,,0,8,181,489
E2,AC,Urna tradicional,77,85,42,4,3,18,0,,,,,0,,5,0,,,,0,15,249,341
Total,,,232,405,217,19,11,29,2,0,0,0,0,2,0,11,2,0,0,0,0,57,987,1790
Sección 1253 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,167,63,4,4,1,1,,,,,1,,12,5,,,,0,7,295,503
E1,AC,Urna tradicional,10,113,7,5,3,2,3,,,,,0,,4,1,,,,0,4,152,358
Total,,,40,280,70,9,7,3,4,0,0,0,0,1,0,16,6,0,0,0,0,11,447,861
Sección 1254 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,220,5,2,2,0,5,,,,,7,,12,1,,,,0,14,334,620
Total,,,66,220,5,2,2,0,5,0,0,0,0,7,0,12,1,0,0,0,0,14,334,620
Sección 1255 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,287,14,1,4,0,2,,,,,0,,17,0,,,,0,7,366,732
E1,AC,Urna tradicional,15,170,1,0,1,0,0,,,,,2,,12,1,,,,0,9,211,441
Total,,,49,457,15,1,5,0,2,0,0,0,0,2,0,29,1,0,0,0,0,16,577,1173
Sección 1256 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,192,7,1,4,1,3,,,,,2,,8,1,,,,0,4,248,519
C1,AC,Urna tradicional,27,178,5,2,2,1,2,,,,,0,,8,0,,,,0,7,232,520
C2,AC,Urna tradicional,36,197,8,3,4,3,1,,,,,1,,6,2,,,,0,5,266,520
Total,,,88,567,20,6,10,5,6,0,0,0,0,3,0,22,3,0,0,0,0,16,746,1559
Sección 1257 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,128,9,3,3,2,2,,,,,1,,10,0,,,,0,6,188,477
C1,AC,Urna tradicional,33,108,17,0,3,1,0,,,,,3,,10,0,,,,0,5,180,477
Total,,,57,236,26,3,6,3,2,0,0,0,0,4,0,20,0,0,0,0,0,11,368,954
Sección 1258 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,111,18,3,4,4,1,,,,,1,,2,0,,,,0,7,175,306
Total,,,24,111,18,3,4,4,1,0,0,0,0,1,0,2,0,0,0,0,0,7,175,306
Sección 1259 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,156,13,1,4,4,0,,,,,0,,6,0,,,,0,5,195,337
Total,,,6,156,13,1,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,5,195,337
Sección 1260 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,109,267,5,1,8,2,0,,,,,8,,4,1,,,,0,10,415,727
E1,AC,Urna tradicional,18,54,3,0,1,0,0,,,,,0,,2,0,,,,0,7,85,188
Total,,,127,321,8,1,9,2,0,0,0,0,0,8,0,6,1,0,0,0,0,17,500,915
Sección 1261 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,56,176,7,0,3,1,5,,,,,0,,4,1,,,,0,9,262,597
C1,AC,Urna tradicional,72,217,7,1,1,1,1,,,,,0,,9,0,,,,0,11,320,598
Total,,,128,393,14,1,4,2,6,0,0,0,0,0,0,13,1,0,0,0,0,20,582,1195
Sección 1262 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,177,44,7,4,8,3,,,,,5,,10,3,,,,0,8,344,683
C1,AC,Urna tradicional,91,163,38,2,3,9,0,,,,,2,,4,3,,,,0,10,325,683
C2,AC,Urna tradicional,88,171,40,2,4,6,2,,,,,3,,13,3,,,,0,13,345,683
C3,AC,Urna tradicional,71,168,39,6,1,3,2,,,,,4,,9,3,,,,0,11,317,683
C4,AC,Urna tradicional,75,167,35,4,3,1,0,,,,,2,,13,2,,,,0,8,310,683
C5,AC,Urna tradicional,70,166,48,7,6,2,2,,,,,3,,10,5,,,,0,15,334,683
C6,AC,Urna tradicional,69,196,31,7,5,4,1,,,,,4,,11,2,,,,0,6,336,684
C7,AC,Urna tradicional,91,196,29,4,7,2,1,,,,,3,,6,1,,,,0,4,344,684
C8,AC,Urna tradicional,79,139,39,2,4,3,1,,,,,4,,6,3,,,,0,10,290,684
Total,,,709,1543,343,41,37,38,12,0,0,0,0,30,0,82,25,0,0,0,0,85,2945,6150
Sección 1263 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,130,56,3,3,5,3,,,,,1,,4,0,,,,1,17,319,690
C1,AC,Urna tradicional,91,158,62,7,4,6,6,,,,,4,,5,2,,,,0,11,356,690
C2,AC,Urna tradicional,94,122,44,6,2,3,3,,,,,4,,12,3,,,,0,14,307,690
C3,AC,Urna tradicional,101,126,48,6,5,5,2,,,,,4,,6,1,,,,0,13,317,690
C4,AC,Urna tradicional,94,147,51,5,7,4,3,,,,,3,,8,4,,,,0,5,331,690
C5,AC,Urna tradicional,100,134,58,6,1,4,0,,,,,1,,5,1,,,,0,6,316,690
C6,AC,Urna tradicional,105,122,52,6,2,4,5,,,,,2,,2,5,,,,0,8,313,690
C7,AC,Urna tradicional,130,113,50,6,10,4,4,,,,,1,,11,1,,,,0,16,346,690
C8,AC,Urna tradicional,134,95,42,6,5,5,2,,,,,5,,3,1,,,,0,14,312,690
C9,AC,Urna tradicional,84,146,0,9,1,5,5,,,,,6,,8,4,,,,0,11,279,690
C10,AC,Urna tradicional,99,125,50,9,2,1,2,,,,,3,,8,3,,,,0,14,316,690
C11,AC,Urna tradicional,100,127,49,10,5,8,4,,,,,6,,6,6,,,,1,7,329,690
